database	table	query	name	rating	city	state	url	Is Relevant?
whoosh	restaurants	bar and grill	Steamer's Coffeehouse & Jack's Bar & Grill	4.0	Arvada	Colorado	https://www.yelp.com/biz/steamers-coffeehouse-and-jacks-bar-and-grill-arvada-3?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	bar and grill	Moonshine Patio Bar & Grill	4.5	Austin	Texas	https://www.yelp.com/biz/moonshine-patio-bar-and-grill-austin?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	bar and grill	FireLake Grill House and Cocktail Bar	4.0	Bloomington	Minnesota	https://www.yelp.com/biz/firelake-grill-house-and-cocktail-bar-bloomington-2?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	bar and grill	The Lift Bar + Grill 2	4.5	Boise	Idaho	https://www.yelp.com/biz/the-lift-bar-grill-2-boise?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	bar and grill	The Lift Bar + Grill 2	4.5	Boise City	Idaho	https://www.yelp.com/biz/the-lift-bar-grill-2-boise?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	bar and grill	O'Shucks Raw Bar & Grill	4.5	Bradenton	Florida	https://www.yelp.com/biz/o-shucks-raw-bar-and-grill-bradenton?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	bar and grill	The Garage Bar & Grill	4.0	Bremerton	Washington	https://www.yelp.com/biz/the-garage-bar-and-grill-bremerton?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	bar and grill	Copper Rail Bar & Grill	3.5	Brighton	Colorado	https://www.yelp.com/biz/copper-rail-bar-and-grill-brighton?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	bar and grill	La Finca Mexican Bar & Grill	4.5	Carrollton	Georgia	https://www.yelp.com/biz/la-finca-mexican-bar-and-grill-carrollton?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	bar and grill	The Block Sports Bar & Grill	4.0	Cathedral City	California	https://www.yelp.com/biz/the-block-sports-bar-and-grill-cathedral-city?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
