database	table	query	name	rating	city	state	url	Is Relevant?
mongo	restaurants	washington burgers	Katsu Burger	4.0	Bellevue	Washington	https://www.yelp.com/biz/katsu-burger-bellevue?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
mongo	restaurants	washington burgers	Han's Burgers	3.5	Lacey	Washington	https://www.yelp.com/biz/hans-burgers-lacey?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
mongo	restaurants	washington burgers	AJ's Burgers	4.5	Marysville	Washington	https://www.yelp.com/biz/ajs-burgers-marysville?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
mongo	restaurants	washington burgers	Burger Seoul	4.5	Tacoma	Washington	https://www.yelp.com/biz/burger-seoul-tacoma-2?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
mongo	restaurants	washington burgers	Cloud 9 Burgers	4.0	Bellevue	Washington	https://www.yelp.com/biz/cloud-9-burgers-bellevue?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
mongo	restaurants	washington burgers	24Taps Burgers & Brews	4.5	Spokane	Washington	https://www.yelp.com/biz/24taps-burgers-and-brews-spokane?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
mongo	restaurants	washington burgers	Red Wagon Burgers	4.5	Tacoma	Washington	https://www.yelp.com/biz/red-wagon-burgers-tacoma?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
mongo	restaurants	washington burgers	Blazing Onion Burger Company	3.5	Marysville	Washington	https://www.yelp.com/biz/blazing-onion-burger-company-marysville?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
mongo	restaurants	washington burgers	Katsu Burger - Capitol Hill	4.5	Seattle	Washington	https://www.yelp.com/biz/katsu-burger-capitol-hill-seattle?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
mongo	restaurants	washington burgers	Famous Burger & Teriyaki Sandwich	4.5	Yakima	Washington	https://www.yelp.com/biz/famous-burger-and-teriyaki-sandwich-yakima?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
