database	table	query	name	rating	city	state	url	Is Relevant?
mongo	players	Seattle	Trevone Boykin	Quarterback	2	Seattle Seahawks	https://en.wikipedia.org/wiki/Trevone_Boykin	0
mongo	players	Seattle	Russell Wilson	Quarterback	3	Seattle Seahawks	https://en.wikipedia.org/wiki/Russell_Wilson	0
mongo	players	Seattle	Alex Collins	Running Back	36	Seattle Seahawks	https://en.wikipedia.org/wiki/Alex_Collins_(American_football)	0
mongo	players	Seattle	George Farmer	Running Back	39	Seattle Seahawks	https://en.wikipedia.org/wiki/George_Farmer_(running_back)	0
mongo	players	Seattle	Malcolm Johnson	Running Back	44	Seattle Seahawks	https://en.wikipedia.org/wiki/Malcolm_Johnson_(fullback)	0
mongo	players	Seattle	Eddie Lacy	Running Back	27	Seattle Seahawks	https://en.wikipedia.org/wiki/Eddie_Lacy	0
mongo	players	Seattle	Tre Madden	Running Back	38	Seattle Seahawks	https://en.wikipedia.org/wiki/Tre_Madden	0
mongo	players	Seattle	Terrence Magee	Running Back	26	Seattle Seahawks	https://en.wikipedia.org/wiki/Terrence_Magee	0
mongo	players	Seattle	J. D. McKissic	Running Back	30	Seattle Seahawks	https://en.wikipedia.org/wiki/J._D._McKissic	0
mongo	players	Seattle	Troymaine Pope	Running Back	43	Seattle Seahawks	https://en.wikipedia.org/wiki/Troymaine_Pope	0
