database	table	query	name	rating	city	state	url	Is Relevant?
whoosh	restaurants	orange	Cortina's Orange	4.5	Orange	California	https://www.yelp.com/biz/cortinas-orange-orange-4?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
whoosh	restaurants	orange	Orange Bap	5.0	Anaheim	California	https://www.yelp.com/biz/orange-bap-anaheim?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
whoosh	restaurants	orange	Big Orange	4.0	Little Rock	Arkansas	https://www.yelp.com/biz/big-orange-little-rock-2?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
whoosh	restaurants	orange	The Orange House	4.5	Punta Gorda	Florida	https://www.yelp.com/biz/the-orange-house-punta-gorda?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	1
whoosh	restaurants	orange	Musubi Monster	4.5	Orange	California	https://www.yelp.com/biz/musubi-monster-orange-6?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	orange	Nguyen's Kitchen	4.0	Orange	California	https://www.yelp.com/biz/nguyens-kitchen-orange?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	orange	Urban Cactus	4.5	Orange	California	https://www.yelp.com/biz/urban-cactus-orange?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	orange	Cali Tacos	4.0	Orange	California	https://www.yelp.com/biz/cali-tacos-orange?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	orange	Patagonia Empanadas	4.5	Orange	California	https://www.yelp.com/biz/patagonia-empanadas-orange-8?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	orange	Raising Cane's Chicken Fingers	4.0	Orange	California	https://www.yelp.com/biz/raising-canes-chicken-fingers-orange?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
