database	table	query	name	rating	city	state	url	Is Relevant?
mongo	restaurants	oregon cake	Kiss My Cake	4.5	Huntington	New York	https://www.yelp.com/biz/kiss-my-cake-huntington?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
mongo	restaurants	oregon cake	Whiskey Cake	4.0	Plano	Texas	https://www.yelp.com/biz/whiskey-cake-plano?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
mongo	restaurants	oregon cake	Caked Up - Natural Dessert Bar	4.5	Rancho Cucamonga	California	https://www.yelp.com/biz/caked-up-natural-dessert-bar-rancho-cucamonga?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
mongo	restaurants	oregon cake	Papa's Soul Food Kitchen	4.0	Eugene	Oregon	https://www.yelp.com/biz/papas-soul-food-kitchen-eugene?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
mongo	restaurants	oregon cake	Every Day Kine Grindz From Hawaii	5.0	Eugene	Oregon	https://www.yelp.com/biz/every-day-kine-grindz-from-hawaii-eugene?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
mongo	restaurants	oregon cake	Haybaby	5.0	Eugene	Oregon	https://www.yelp.com/biz/haybaby-eugene?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
mongo	restaurants	oregon cake	Snack Shack	4.5	Eugene	Oregon	https://www.yelp.com/biz/snack-shack-eugene?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
mongo	restaurants	oregon cake	Toshi's Ramen	4.0	Eugene	Oregon	https://www.yelp.com/biz/toshis-ramen-eugene?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
mongo	restaurants	oregon cake	Newman's Fish Co	4.5	Eugene	Oregon	https://www.yelp.com/biz/newmans-fish-co-eugene?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
mongo	restaurants	oregon cake	Cheba Hut	4.5	Eugene	Oregon	https://www.yelp.com/biz/cheba-hut-eugene?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
