database	table	query	name	rating	city	state	url	Is Relevant?
whoosh	restaurants	Seattle	Chan Seattle	4.5	Seattle	Washington	https://www.yelp.com/biz/chan-seattle-seattle-2?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	Seattle	Paseo Caribbean Food - Fremont	4.5	Seattle	Washington	https://www.yelp.com/biz/paseo-caribbean-food-fremont-seattle-2?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	Seattle	Pike Place Chowder	4.5	Seattle	Washington	https://www.yelp.com/biz/pike-place-chowder-seattle?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	Seattle	Piroshky Piroshky	4.5	Seattle	Washington	https://www.yelp.com/biz/piroshky-piroshky-seattle?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	Seattle	Biscuit Bitch	4.0	Seattle	Washington	https://www.yelp.com/biz/biscuit-bitch-seattle?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	Seattle	Umma's Lunch Box	4.5	Seattle	Washington	https://www.yelp.com/biz/ummas-lunch-box-seattle?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	Seattle	Tacos Chukis	4.5	Seattle	Washington	https://www.yelp.com/biz/tacos-chukis-seattle?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	Seattle	Tilikum Place Cafe	4.5	Seattle	Washington	https://www.yelp.com/biz/tilikum-place-cafe-seattle-3?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	Seattle	FOB Poke Bar	5.0	Seattle	Washington	https://www.yelp.com/biz/fob-poke-bar-seattle-2?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
whoosh	restaurants	Seattle	The Crumpet Shop	4.5	Seattle	Washington	https://www.yelp.com/biz/the-crumpet-shop-seattle?adjust_creative=REiAz8Bdo4ZDdqoSeZ_CHw&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=REiAz8Bdo4ZDdqoSeZ_CHw	0
